lam,147.02,
,286.316,
,408.976,
,530.196,
,660.544,
,771.432,
,903.136,
,1029.216,
,1134.788,
,1267.688,
,1397.584,
,1503.156,
,1625.496,
,1728.304,
,1826.616,
,1950.772,
,2074.584,
,2194.332,
,2308.856,
,2442.952,
,2562.7,
,2677.224,
,2787.484,
,2899.44,
,3006.424,
,3109.232,
,3208.944,
,3323.136,
,3431.044,
,3537.512,
,3669.568,
,3782.056,
,3905.88,
,4013.932,
,4127.824,
,4262.292,
,4382.3,
,4501.46,
,4622.16,
,4735.66,
,4873.792,
,4990.528,
,5104.028,
,5242.16,
,5344.968,
,5441.268,
,5552.916,
,5655.724,
,5754.512,
,5857.32,
,5992.208,
,6107.9,
,6219.084,
,6360.576,
,6463.384,
,6559.684,
,6671.124,
,6773.932,
,6873.232,
,6991.04,
,7103.92,
,7209.124,
,7349.064,
,7451.872,
,7548.172,
,7638.7,
,7749.668,
,7836.996,
,7938.24,
,8062.016,
,8164.948,
,8279.396,
,8382.204,
,8478.504,
,8576.544,
,8708.432,
,8819.028,
,8955.5,
,9067.944,
,9207.068,
,9323.868,
,9433.944,
,9575.436,
,9678.244,
,9784.828,
,9904.052,
,10006.86,
,10103.16,
,10195.144,
,10304.656,
,10394.252,
,10498.3,
,10601.108,
,10697.408,
,10799.564,
,10898.904,
,11013.456,
,11116.264,
,11213.292,
,11313.7,
,11414.06,
,11527.672,
,11642.316,
,11759.416,
,11890.656,
,12006.328,
,12104.396,
,12228.16,
,12334.944,
,12437.552,
,12556.776,
,12635.964,
,12744.688,
,12847.868,
,12929.192,
,13027.316,
,13151.024,
,13225.716,
,13357.096,
,13478.464,
,13608.664,
,13730.032,
,13839.02,
,13957.076,
,14059.724,
,14167.636,
,14285.692,
,14392.54,
,14505.252,
,14608.06,
,14730.372,
,14833.18,
,14970.268,
,15092.652,
,15195.46,
,15327.136,
,15439.444,
,15542.252,
,15638.552,
,15734.088,
,15840.048,
,15939.072,
,16041.88,
,16140.372,
,16238.948,
,16339.676,
,16438.168,
,16568.44,
,16671.248,
,16788.068,
,16890.876,
,16995.3968,
,17117.776,
